key,neighborhood,district,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence
075010,Mariendorf Nord,Tempelhof-Schöneberg,2015," 7,733 ", 72 , 39 , 587 , 151 , 184 ," 4,114 ", 148 , 800 , 288 , 184 , 39 , 20 , 685 , 105 , 105 ," 1,485 "
075011,Mariendorf Süd,Tempelhof-Schöneberg,2015," 8,345 ", 78 , 44 , 554 , 122 , 214 ," 4,051 ", 185 , 880 , 413 , 301 , 49 , 24 , 783 , 39 , 180 ," 1,527 "
076012,Marienfelde Nord,Tempelhof-Schöneberg,2015," 7,028 ", 52 , 35 , 705 , 156 , 277 ," 3,165 ", 81 , 670 , 456 , 387 , 40 , 6 , 728 , 110 , 92 ," 1,490 "
076013,Marienfelde Süd,Tempelhof-Schöneberg,2015," 8,886 ", 57 , 21 , 719 , 135 , 328 ," 4,308 ", 107 , 506 , 285 , 164 , 78 , 28 , 926 , 64 , 185 ," 2,015 "
076014,Lichtenrade Nord,Tempelhof-Schöneberg,2015," 5,339 ", 39 , 24 , 532 , 87 , 261 ," 2,290 ", 193 , 474 , 159 , 633 , 29 , 10 , 551 , 68 , 53 ," 1,266 "
076015,Lichtenrade Süd,Tempelhof-Schöneberg,2015," 6,731 ", 75 , 44 , 605 , 96 , 349 ," 2,602 ", 273 , 427 , 383 , 328 , 75 , 24 , 930 , 246 , 168 ," 1,504 "
080000,Neukölln,Neukölln-Total,2015," 14,406 ", 178 , 100 ," 1,153 ", 312 , 419 ," 6,646 ", 166 , 989 , 730 , 362 , 78 , 33 ," 1,275 ", 198 , 516 ," 3,019 "
081001,Schillerpromenade,Neukölln,2015," 16,757 ", 280 , 160 ," 1,385 ", 412 , 437 ," 6,870 ", 92 ," 1,074 ", 776 , 311 , 77 , 31 ," 1,530 ", 369 ," 2,472 "," 3,497 "
081002,Neuköllner Mitte/Zentrum,Neukölln,2015," 26,670 ", 238 , 108 ," 2,015 ", 638 , 568 ," 12,412 ", 145 ," 1,067 ", 881 , 406 , 77 , 28 ," 1,769 ", 318 , 522 ," 4,546 "
081003,Reuterstraße,Neukölln,2015," 17,502 ", 262 , 124 ," 1,150 ", 327 , 369 ," 8,243 ", 74 , 641 ," 1,336 ", 393 , 67 , 32 ," 1,247 ", 304 , 475 ," 3,211 "
081004,Rixdorf,Neukölln,2015," 13,894 ", 190 , 111 ," 1,231 ", 358 , 450 ," 6,751 ", 126 , 850 ," 1,119 ", 492 , 64 , 32 ," 1,319 ", 205 , 450 ," 3,699 "
081005,Köllnische Heide,Neukölln,2015," 17,514 ", 207 , 110 ," 1,564 ", 368 , 627 ," 7,814 ", 297 ," 2,036 ", 375 , 271 , 123 , 65 ," 2,650 ", 330 , 349 ," 4,059 "
082006,Britz Nord,Neukölln,2015," 13,477 ", 138 , 77 ," 1,164 ", 318 , 559 ," 5,577 ", 185 ," 1,451 ", 415 , 282 , 77 , 46 , 877 , 103 , 220 ," 2,973 "
082007,Britz,Neukölln,2015," 12,596 ", 118 , 53 , 880 , 193 , 293 ," 5,433 ", 153 ," 1,130 ", 661 , 363 , 57 , 31 , 963 , 166 , 320 ," 2,071 "
082008,Buckow,Neukölln,2015," 6,037 ", 39 , 18 , 617 , 128 , 303 ," 2,658 ", 196 , 766 , 221 , 385 , 53 , 36 , 613 , 89 , 50 ," 1,575 "
083009,Gropiusstadt West,Neukölln,2015," 15,253 ", 148 , 97 ," 1,064 ", 239 , 377 ," 7,044 ", 132 , 636 , 519 , 173 , 137 , 20 ," 2,468 ", 183 , 102 ," 3,145 "
083010,Gropiusstadt Ost,Neukölln,2015," 7,622 ", 100 , 88 , 944 , 260 , 366 ," 3,492 ", 189 , 519 , 496 , 147 , 77 , 29 , 667 , 47 , 65 ," 2,879 "
084011,Buckow Nord,Neukölln,2015," 10,241 ", 117 , 53 , 998 , 159 , 340 ," 4,563 ", 159 , 817 , 382 , 393 , 64 , 53 , 520 , 11 , 117 ," 2,080 "
084012,Rudow,Neukölln,2015," 6,759 ", 65 , 47 , 504 , 100 , 261 ," 3,097 ", 231 , 814 , 385 , 424 , 68 , 26 , 725 , 98 , 84 ," 1,402 "
090000,Treptow-Köpenick,Treptow-Köpenick-Total,2015," 9,623 ", 79 , 39 , 742 , 173 , 291 ," 4,668 ", 183 , 702 , 829 , 283 , 62 , 28 , 941 , 184 , 206 ," 1,913 "
091001,Alt-Treptow,Treptow-Köpenick,2015," 19,828 ", 460 , 303 ," 1,335 ", 442 , 434 ," 11,037 ", 251 , 754 ," 2,480 ", 338 , 43 , 35 ," 1,656 ", 538 ," 1,214 "," 3,997 "
091002,Plänterwald,Treptow-Köpenick,2015," 17,251 ", 55 , 27 , 556 , 64 , 355 ," 6,276 ", 474 ," 1,230 ", 546 , 219 , 46 , 9 ," 1,166 ", 246 , 64 ," 2,550 "
091003,Baumschulenweg,Treptow-Köpenick,2015," 9,067 ", 79 , 28 , 684 , 112 , 264 ," 5,091 ", 241 , 869 , 622 , 415 , 39 , 11 , 864 , 179 , 140 ," 1,951 "
091004,Johannisthal,Treptow-Köpenick,2015," 6,779 ", 58 , 21 , 510 , 96 , 234 ," 3,212 ", 154 , 526 , 404 , 324 , 58 , 37 , 542 , 80 , 112 ," 1,345 "
092005,Oberschöneweide,Treptow-Köpenick,2015," 10,668 ", 78 , 29 ," 1,316 ", 388 , 447 ," 4,725 ", 223 , 806 , 554 , 189 , 83 , 19 ," 1,306 ", 223 , 262 ," 2,952 "
092006,Niederschöneweide,Treptow-Köpenick,2015," 17,359 ", 92 , 46 ," 1,080 ", 211 , 357 ," 8,533 ", 156 , 604 ," 1,126 ", 183 , 110 , 55 ," 1,895 ", 980 , 357 ," 2,353 "
092007,Adlershof,Treptow-Köpenick,2015," 11,705 ", 127 , 42 , 757 , 145 , 279 ," 6,546 ", 170 , 769 ," 1,023 ", 145 , 73 , 36 ," 1,023 ", 218 , 151 ," 1,738 "
092008,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick,2015," 7,756 ", 29 , 20 ," 1,016 ", 234 , 322 ," 3,145 ", 166 , 352 , 723 , 88 , 39 , 29 ," 1,065 ", 293 , 195 ," 2,374 "
093009,Altglienicke,Treptow-Köpenick,2015," 4,846 ", 27 , 15 , 429 , 107 , 203 ," 2,599 ", 207 , 478 , 337 , 390 , 27 , 8 , 505 , 61 , 61 ," 1,252 "
093010,Bohnsdorf,Treptow-Köpenick,2015," 6,806 ", 73 , 16 , 348 , 105 , 251 ," 3,533 ", 138 , 729 , 308 , 721 , 32 , 8 , 624 , 65 , 170 , 964 
093011,Grünau,Treptow-Köpenick,2015," 10,425 ", 35 , 35 , 507 , 175 , 280 ," 5,125 ", 175 , 770 ," 1,259 ", 385 , 52 , 35 ," 2,484 "," 1,522 ", 35 ," 2,064 "
093012,Schmöckwitz,Treptow-Köpenick,2015," 5,800 ", -   , -   , 505 , 120 , 144 ," 3,081 ", 96 , 602 , 217 , 915 , 48 , 48 , 698 , 48 , 24 ," 1,107 "
094013,Köpenick Süd,Treptow-Köpenick,2015," 4,631 ", -   , -   , 316 , 62 , 149 ," 2,214 ", 185 , 439 , 483 , 114 , 141 , 9 , 580 , 9 , 44 , 958 
094014,Allende-Viertel,Treptow-Köpenick,2015," 7,684 ", 44 , 26 ," 1,074 ", 201 , 297 ," 3,327 ", 183 , 515 , 603 , 52 , 35 , 35 , 672 , 26 , 131 ," 1,860 "
094015,Altstadt Köpenick,Treptow-Köpenick,2015," 9,273 ", -   , -   ," 1,237 ", 260 , 504 ," 3,330 ", 76 , 550 , 840 , 61 , 153 , 107 ," 1,207 ", 107 , 214 ," 2,597 "
094016,Müggelheim,Treptow-Köpenick,2015," 3,664 ", -   , -   , 458 , 61 , 260 ," 1,511 ", 15 , 427 , 107 , 198 , 31 , 31 , 489 , 15 , 31 , 977 
095017,Friedrichshagen,Treptow-Köpenick,2015," 6,507 ", 39 , 11 , 318 , 67 , 162 ," 3,861 ", 145 , 613 ," 1,409 ", 123 , 50 , 22 , 797 , 189 , 22 ," 1,081 "
095018,Rahnsdorf,Treptow-Köpenick,2015," 6,624 ", 11 , -   , 481 , 131 , 175 ," 3,563 ", 77 , 732 ," 1,115 ", 568 , 66 , 33 , 776 , 164 , 55 , 885 
095019,Dammvorstadt,Treptow-Köpenick,2015," 20,451 ", 157 , 88 ," 1,910 ", 500 , 392 ," 7,689 ", 59 , 500 ," 1,244 ", 147 , 49 , 29 ," 1,792 ", 509 , 784 ," 3,928 "
095020,Köpenick Nord,Treptow-Köpenick,2015," 7,580 ", 24 , -   , 339 , 65 , 234 ," 2,796 ", 97 , 485 , 784 , 331 , 32 , 8 , 873 , 113 , 16 ," 1,382 "
100000,Marzahn-Hellersdorf,Marzahn-Hellersdorf-Total,2015," 9,041 ", 86 , 47 ," 1,105 ", 208 , 340 ," 3,743 ", 227 , 755 , 387 , 266 , 72 , 17 ," 1,033 ", 181 , 143 ," 2,225 "
101001,Marzahn Nord,Marzahn-Hellersdorf,2015," 8,393 ", 111 , 68 ," 1,460 ", 240 , 454 ," 2,744 ", 184 , 484 , 351 , 90 , 103 , 34 ," 1,109 ", 244 , 167 ," 2,701 "
101002,Marzahn Mitte,Marzahn-Hellersdorf,2015," 10,451 ", 107 , 56 ," 1,431 ", 284 , 384 ," 4,030 ", 288 , 955 , 273 , 132 , 83 , 19 ," 1,055 ", 115 , 147 ," 2,680 "
101003,Marzahn Süd,Marzahn-Hellersdorf,2015," 10,509 ", 105 , 49 , 897 , 172 , 245 ," 4,780 ", 340 ," 1,032 ", 234 , 302 , 67 , 16 ," 1,021 ", 159 , 119 ," 1,946 "
102004,Hellersdorf Nord,Marzahn-Hellersdorf,2015," 11,916 ", 96 , 47 ," 1,768 ", 309 , 583 ," 4,641 ", 213 , 764 , 356 , 137 , 82 , 12 ," 1,566 ", 315 , 236 ," 3,667 "
102005,Hellersdorf Ost,Marzahn-Hellersdorf,2015," 8,513 ", 71 , 41 ," 1,197 ", 213 , 421 ," 2,912 ", 162 , 644 , 386 , 71 , 61 , 15 ," 1,365 ", 274 , 228 ," 2,572 "
102006,Hellersdorf Süd,Marzahn-Hellersdorf,2015," 7,560 ", 90 , 57 ," 1,002 ", 147 , 322 ," 2,550 ", 167 , 505 , 285 , 130 , 130 , 12 , 835 , 208 , 134 ," 2,061 "
103007,Biesdorf,Marzahn-Hellersdorf,2015," 8,776 ", 43 , 23 , 542 , 109 , 234 ," 5,113 ", 179 , 857 , 701 , 659 , 39 , 8 , 776 , 187 , 97 ," 1,208 "
104008,Kaulsdorf,Marzahn-Hellersdorf,2015," 5,987 ", 16 , 5 , 519 , 102 , 118 ," 2,914 ", 144 , 508 , 524 , 545 , 16 , 16 , 583 , 102 , 86 , 909 
104009,Mahlsdorf,Marzahn-Hellersdorf,2015," 4,555 ", 15 , 7 , 272 , 47 , 123 ," 2,406 ", 156 , 396 , 465 , 450 , 25 , 11 , 584 , 200 , 33 , 664 
110000,Lichtenberg,Lichtenberg-Total,2015," 9,461 ", 78 , 41 , 863 , 186 , 239 ," 4,728 ", 272 , 789 , 686 , 270 , 55 , 21 , 937 , 199 , 143 ," 2,097 "
111001,Malchow,Lichtenberg,2015," 6,297 ", 88 , 44 , 636 , 88 , 197 ," 3,181 ", 66 , 373 , 373 , 241 , 44 , 22 , 592 , 66 , 44 ," 1,207 "
111002,Neu-Hohenschönhausen Nord,Lichtenberg,2015," 6,586 ", 46 , 28 ," 1,095 ", 191 , 237 ," 2,507 ", 286 , 470 , 311 , 60 , 71 , 25 , 735 , 99 , 152 ," 2,151 "
111003,Neu-Hohenschönhausen Süd,Lichtenberg,2015," 7,622 ", 69 , 19 ," 1,080 ", 231 , 247 ," 3,518 ", 239 , 436 , 347 , 147 , 58 , 15 , 675 , 58 , 135 ," 2,152 "
112004,Alt-Hohenschönhausen Nord,Lichtenberg,2015," 12,050 ", 113 , 42 , 972 , 268 , 268 ," 6,546 ", 113 , 733 , 472 , 754 , 35 , 14 ," 1,022 ", 56 , 113 ," 2,347 "
112005,Alt-Hohenschönhausen Süd,Lichtenberg,2015," 8,737 ", 63 , 23 , 764 , 143 , 189 ," 4,963 ", 412 ," 1,080 ", 635 , 339 , 37 , 13 , 781 , 130 , 66 ," 2,239 "
113006,Fennpfuhl,Lichtenberg,2015," 9,169 ", 74 , 43 , 567 , 108 , 200 ," 4,464 ", 317 ," 1,004 ", 690 , 277 , 37 , 15 ," 1,004 ", 246 , 111 ," 1,798 "
113007,Alt-Lichtenberg,Lichtenberg,2015," 15,087 ", 128 , 71 ," 1,231 ", 320 , 370 ," 7,458 ", 256 ," 1,153 ", 879 , 342 , 89 , 46 ," 1,317 ", 391 , 132 ," 2,918 "
113008,Frankfurter Allee Süd,Lichtenberg,2015," 18,809 ", 160 , 60 ," 1,391 ", 260 , 210 ," 7,824 ", 250 ," 1,131 "," 1,241 ", 280 , 110 , 50 ," 1,471 ", 460 , 740 ," 3,042 "
114009,Neu-Lichtenberg,Lichtenberg,2015," 10,315 ", 77 , 48 , 845 , 165 , 203 ," 5,401 ", 200 , 649 , 965 , 203 , 45 , 19 ," 1,213 ", 361 , 161 ," 2,197 "
114010,Friedrichsfelde Nord,Lichtenberg,2015," 9,565 ", 72 , 22 ," 1,069 ", 260 , 195 ," 4,356 ", 368 , 766 , 441 , 376 , 51 , 7 , 889 , 238 , 101 ," 2,211 "
114011,Friedrichsfelde Süd,Lichtenberg,2015," 6,347 ", 32 , 24 , 543 , 113 , 207 ," 2,884 ", 174 , 421 , 441 , 203 , 36 , 16 , 851 , 207 , 45 ," 1,385 "
115012,Rummelsburger Bucht,Lichtenberg,2015," 12,189 ", 58 , 58 ," 1,140 ", 438 , 234 ," 6,723 ", 292 , 789 ," 1,169 ", 468 , 29 , -   ," 1,491 ", 497 , 351 ," 2,631 "
115013,Karlshorst,Lichtenberg,2015," 6,148 ", 24 , 8 , 445 , 87 , 191 ," 3,423 ", 195 , 568 , 902 , 238 , 56 , 20 , 592 , 103 , 87 ," 1,128 "
120000,Reinickendorf,Reinickendorf-Total,2015," 12,083 ", 127 , 64 ," 1,134 ", 256 , 452 ," 5,428 ", 146 , 962 , 483 , 323 , 51 , 20 , 994 , 216 , 341 ," 2,730 "
121001,Ost 1 - Reginhardstraße,Reinickendorf,2015," 12,017 ", 145 , 63 ," 1,588 ", 368 , 550 ," 4,277 ", 145 , 744 , 461 , 275 , 63 , 26 ," 1,041 ", 104 , 331 ," 3,444 "
121002,Ost 2 - Alt-Reinickendorf,Reinickendorf,2015," 13,344 ", 160 , 92 ," 1,164 ", 259 , 454 ," 6,039 ", 160 ," 1,320 ", 610 , 259 , 72 , 23 ," 1,213 ", 248 , 500 ," 3,079 "
122003,West 4 - Auguste-Viktoria-Allee,Reinickendorf,2015," 13,158 ", 112 , 50 ," 1,436 ", 340 , 521 ," 6,239 ", 135 , 768 , 452 , 224 , 35 , 15 ," 1,166 ", 201 , 208 ," 3,672 "
122004,West 1 - Tegel-Süd/Flughafensee,Reinickendorf,2015," 25,826 ", 80 , 33 ," 1,323 ", 279 , 698 ," 5,744 ", 186 ," 1,197 ", 239 , 312 , 53 , 20 , 864 , 86 ," 1,436 "," 2,971 "
122005,West 5 - Tegel,Reinickendorf,2015," 19,667 ", 163 , 86 ," 1,734 ", 479 , 393 ," 10,068 ", 29 , 517 ," 1,102 ", 259 , 29 , -   ," 1,542 ", 508 , 517 ," 3,908 "
124006,West 2 - Heiligensee/Konradshöhe,Reinickendorf,2015," 5,497 ", 21 , 4 , 381 , 79 , 182 ," 2,359 ", 103 , 637 , 344 , 464 , 29 , 17 , 786 , 195 , 103 , 865 
124007,Nord 1 - Frohnau/Hermsdorf,Reinickendorf,2015," 5,737 ", 82 , 42 , 364 , 70 , 170 ," 3,140 ", 109 , 979 , 570 , 579 , 18 , 9 , 664 , 158 , 94 , 952 
125008,West 3 - Borsigwalde/Freie Scholle,Reinickendorf,2015," 8,327 ", 74 , 25 , 786 , 173 , 353 ," 3,665 ", 87 , 737 , 285 , 322 , 12 , 6 , 749 , 68 , 149 ," 1,950 "
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,Reinickendorf,2015," 14,262 ", 137 , 81 ," 1,118 ", 237 , 445 ," 5,175 ", 140 , 917 , 494 , 397 , 59 , 26 ," 1,027 ", 384 , 244 ," 2,288 "
126010,Rollbergesiedlung,Reinickendorf,2015," 13,396 ", 249 , 79 ," 1,255 ", 237 , 622 ," 4,680 ", 170 , 916 , 283 , 328 , 34 , 34 ," 2,883 "," 2,159 ", 181 ," 2,544 "
126011,MV Nord,Reinickendorf,2015," 13,613 ", 170 , 97 ," 1,500 ", 392 , 542 ," 6,709 ", 231 ," 1,051 ", 368 , 89 , 109 , 28 , 902 , 65 , 307 ," 4,485 "
126012,MV Süd,Reinickendorf,2015," 7,744 ", 175 , 68 ," 1,048 ", 281 , 516 ," 2,984 ", 114 , 797 , 235 , 152 , 61 , 15 , 645 , 23 , 152 ," 2,612 "
010000,Mitte,Mitte-Total,2016," 27,498 ", 265 , 166 ," 2,012 ", 526 , 556 ," 13,252 ", 145 ," 1,351 "," 1,369 ", 368 , 84 , 30 ," 1,515 ", 344 , 910 ," 4,350 "
011001,Tiergarten Süd,Mitte,2016," 34,494 ", 447 , 371 ," 3,153 ", 742 , 859 ," 17,099 ", 103 ," 1,937 "," 1,594 ", 440 , 82 , 14 ," 1,821 ", 240 ," 1,127 "," 6,169 "
011002,Regierungsviertel,Mitte,2016," 106,538 ", 844 , 594 ," 5,230 ", 992 ," 1,243 "," 59,761 ", 139 ," 2,235 "," 2,893 ", 501 , 93 , 28 ," 3,357 "," 1,048 ", 658 ," 9,302 "
011003,Alexanderplatz,Mitte,2016," 42,937 ", 307 , 190 ," 2,657 ", 731 , 597 ," 24,844 ", 149 ," 1,444 "," 2,373 ", 414 , 90 , 38 ," 2,026 ", 618 ," 1,002 "," 5,474 "
011004,Brunnenstraße Süd,Mitte,2016," 16,425 ", 113 , 75 , 863 , 178 , 277 ," 9,193 ", 222 , 818 ," 1,859 ", 311 , 65 , 24 ," 1,489 ", 702 , 229 ," 2,861 "
012005,Moabit West,Mitte,2016," 20,624 ", 228 , 126 ," 1,602 ", 497 , 418 ," 7,207 ", 110 ," 1,127 "," 1,032 ", 305 , 99 , 40 ," 1,277 ", 159 ," 1,418 "," 3,597 "
012006,Moabit Ost,Mitte,2016," 51,726 ", 223 , 115 ," 2,516 ", 596 , 644 ," 14,801 ", 102 ," 1,305 "," 1,409 ", 395 , 121 , 32 ," 1,426 ", 226 ," 1,195 "," 5,063 "
013007,Osloer Straße,Mitte,2016," 20,660 ", 221 , 127 ," 1,965 ", 478 , 562 ," 10,209 ", 120 ," 1,204 ", 876 , 486 , 88 , 31 ," 1,253 ", 192 , 647 ," 4,032 "
013008,Brunnenstraße Nord,Mitte,2016," 20,759 ", 220 , 115 ," 1,675 ", 491 , 494 ," 10,033 ", 193 ," 1,189 ", 934 , 379 , 91 , 19 ," 1,563 ", 454 , 615 ," 3,573 "
014009,Parkviertel,Mitte,2016," 16,082 ", 142 , 71 ," 1,526 ", 383 , 496 ," 8,377 ", 140 ," 1,239 ", 814 , 267 , 44 , 24 ," 1,326 ", 234 , 456 ," 3,815 "
014010,Wedding Zentrum,Mitte,2016," 18,390 ", 204 , 119 ," 1,828 ", 503 , 522 ," 7,557 ", 101 ," 1,105 ", 783 , 336 , 62 , 25 ," 1,224 ", 257 ," 1,151 "," 3,760 "
020000,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg-Total,2016," 21,429 ", 337 , 204 ," 1,622 ", 517 , 386 ," 10,668 ", 169 ," 1,123 "," 1,653 ", 276 , 105 , 41 ," 1,883 ", 503 ," 1,576 "," 4,044 "
021001,Südliche  Friedrichstadt,Friedrichshain-Kreuzberg,2016," 27,409 ", 499 , 291 ," 1,821 ", 611 , 517 ," 13,268 ", 164 ," 1,920 "," 1,468 ", 338 , 109 , 27 ," 1,716 ", 318 ," 1,895 "," 4,267 "
022002,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,2016," 16,789 ", 163 , 88 ," 1,171 ", 334 , 365 ," 9,076 ", 204 ," 1,108 "," 1,799 ", 320 , 92 , 56 ," 1,404 ", 285 , 423 ," 2,962 "
023003,Nördliche Luisenstadt,Friedrichshain-Kreuzberg,2016," 31,746 ", 560 , 351 ," 2,523 "," 1,072 ", 455 ," 15,145 ", 109 ," 1,228 "," 1,617 ", 285 , 123 , 38 ," 2,428 ", 749 ," 2,836 "," 4,606 "
023004,Südliche Luisenstadt,Friedrichshain-Kreuzberg,2016," 21,867 ", 523 , 342 ," 1,676 ", 603 , 356 ," 9,599 ", 113 , 956 ," 1,374 ", 233 , 105 , 33 ," 1,992 ", 705 ," 3,958 "," 3,606 "
024005,Karl-Marx-Allee Nord,Friedrichshain-Kreuzberg,2016," 12,336 ", 128 , 64 , 967 , 226 , 256 ," 6,722 ", 285 , 907 ," 1,129 ", 332 , 72 , 43 ," 1,286 ", 311 , 119 ," 3,544 "
024006,Karl-Marx-Allee Süd,Friedrichshain-Kreuzberg,2016," 30,698 ", 440 , 290 ," 2,613 ", 767 , 444 ," 16,162 ", 195 , 987 ," 1,713 ", 253 , 62 , 17 ," 2,066 ", 606 ," 1,709 "," 6,057 "
025007,Frankfurter Allee Nord,Friedrichshain-Kreuzberg,2016," 17,146 ", 101 , 41 ," 1,088 ", 308 , 335 ," 7,666 ", 115 , 659 ," 1,717 ", 213 , 183 , 51 ," 2,106 ", 439 , 483 ," 3,630 "
025008,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,2016," 21,048 ", 264 , 142 ," 1,905 ", 524 , 328 ," 9,922 ", 112 , 614 ," 1,615 ", 216 , 100 , 46 ," 2,385 ", 874 ," 1,933 "," 4,677 "
030000,Pankow,Pankow-Total,2016," 10,906 ", 80 , 41 , 718 , 159 , 262 ," 6,034 ", 182 , 756 ," 1,225 ", 312 , 64 , 25 ," 1,088 ", 332 , 151 ," 2,374 "
031001,Buch,Pankow,2016," 11,947 ", 70 , 32 ," 1,190 ", 274 , 496 ," 6,158 ", 165 , 916 , 681 , 324 , 178 , 83 ," 1,393 ", 274 , 165 ," 2,583 "
032002,Blankenfelde/Niederschönhausen,Pankow,2016," 6,020 ", 25 , -   , 545 , 98 , 232 ," 2,847 ", 91 , 505 , 479 , 327 , 54 , 33 , 635 , 127 , 98 ," 1,362 "
032003,Buchholz,Pankow,2016," 5,039 ", 6 , -   , 243 , 28 , 231 ," 2,601 ", 158 , 542 , 214 , 299 , 17 , 6 , 564 , 181 , 45 , 801 
033004,Karow,Pankow,2016," 4,398 ", 26 , 11 , 389 , 68 , 121 ," 2,046 ", 47 , 389 , 463 , 379 , 68 , 26 , 452 , 105 , 63 , 752 
033005,Blankenburg/Heinersdorf/Märchenland,Pankow,2016," 9,824 ", 27 , 20 , 433 , 113 , 233 ," 5,478 ", 126 , 739 , 672 , 506 , 93 , 33 , 759 , 206 , 40 ," 1,058 "
034006,Schönholz/Wilhelmsruh/Rosenthal,Pankow,2016," 5,792 ", 45 , 17 , 408 , 79 , 159 ," 2,944 ", 91 , 623 , 425 , 362 , 40 , 28 , 532 , 113 , 45 ," 1,076 "
034007,Pankow Zentrum,Pankow,2016," 10,266 ", 68 , 43 , 682 , 122 , 273 ," 6,013 ", 139 , 591 ," 1,487 ", 301 , 43 , 20 , 901 , 335 , 102 ," 2,041 "
034008,Pankow Süd,Pankow,2016," 9,008 ", 53 , 29 , 514 , 91 , 205 ," 4,250 ", 123 , 699 ," 1,139 ", 176 , 44 , 15 , 974 , 247 , 114 ," 1,970 "
035009,Weißensee,Pankow,2016," 10,073 ", 89 , 60 , 893 , 195 , 336 ," 5,293 ", 168 , 498 , 844 , 195 , 87 , 35 ," 1,156 ", 303 , 154 ," 2,565 "
035010,Weißensee Ost,Pankow,2016," 9,837 ", 59 , 7 , 781 , 118 , 302 ," 4,377 ", 203 , 801 , 499 , 243 , 98 , 46 ," 1,188 ", 328 , 217 ," 2,356 "
036011,Prenzlauer Berg Nordwest,Pankow,2016," 16,137 ", 130 , 75 , 912 , 236 , 322 ," 9,767 ", 256 , 806 ," 1,942 ", 342 , 47 , 16 ," 1,329 ", 421 , 350 ," 4,498 "
036012,Prenzlauer Berg Nord,Pankow,2016," 13,475 ", 96 , 37 , 585 , 137 , 233 ," 7,935 ", 204 , 755 ," 2,061 ", 263 , 59 , 30 ," 1,229 ", 318 , 130 ," 2,827 "
036013,Helmholtzplatz,Pankow,2016," 12,072 ", 94 , 31 , 732 , 147 , 250 ," 7,583 ", 125 , 429 ," 1,568 ", 317 , 45 , 13 ," 1,201 ", 402 , 197 ," 3,283 "
036014,Prenzlauer Berg Ost,Pankow,2016," 18,794 ", 137 , 76 ," 1,168 ", 289 , 301 ," 10,396 ", 247 ," 1,358 "," 1,693 ", 419 , 84 , 15 ," 2,146 "," 1,008 ", 232 ," 2,846 "
037015,Prenzlauer Berg Südwest,Pankow,2016," 16,290 ", 96 , 35 ," 1,257 ", 354 , 342 ," 9,850 ", 254 , 896 ," 2,049 ", 438 , 58 , 19 ," 1,430 ", 607 , 108 ," 3,818 "
037016,Prenzlauer Berg Süd,Pankow,2016," 9,950 ", 59 , 25 , 490 , 105 , 139 ," 5,362 ", 262 , 836 ," 1,366 ", 299 , 40 , 12 ," 1,153 ", 361 , 123 ," 2,288 "
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,2016," 16,296 ", 156 , 87 ," 1,172 ", 259 , 424 ," 8,642 ", 226 ," 1,300 "," 1,031 ", 328 , 52 , 25 ," 1,046 ", 200 , 284 ," 2,824 "
041001,Charlottenburg Nord,Charlottenburg-Wilmersdorf,2016," 16,358 ", 191 , 88 ," 1,607 ", 366 , 690 ," 6,969 ", 314 ," 1,968 ", 340 , 263 , 103 , 62 ," 1,411 ", 134 ," 1,015 "," 4,007 "
042002,Heerstraße,Charlottenburg-Wilmersdorf,2016," 12,534 ", 70 , 39 ," 1,100 ", 257 , 265 ," 5,553 ", 203 ," 1,061 ", 569 , 624 , 78 , 55 ," 1,131 ", 351 , 133 ," 2,207 "
042003,Westend,Charlottenburg-Wilmersdorf,2016," 17,216 ", 92 , 39 ," 1,127 ", 227 , 457 ," 10,434 ", 273 ," 1,397 ", 610 , 245 , 46 , 21 , 950 , 124 , 128 ," 2,687 "
043004,Schloss Charlottenburg,Charlottenburg-Wilmersdorf,2016," 13,922 ", 124 , 63 , 994 , 197 , 345 ," 7,969 ", 239 , 987 ," 1,069 ", 253 , 52 , 35 , 991 , 220 , 223 ," 2,498 "
043005,Mierendorffplatz,Charlottenburg-Wilmersdorf,2016," 14,740 ", 172 , 73 , 945 , 165 , 509 ," 6,577 ", 152 ," 1,011 ", 568 , 185 , 53 , 26 ," 1,302 ", 330 , 251 ," 2,479 "
043006,Otto-Suhr-Allee/Kantstraße,Charlottenburg-Wilmersdorf,2016," 22,383 ", 195 , 112 ," 1,547 ", 330 , 447 ," 12,130 ", 129 ," 1,132 "," 1,585 ", 370 , 66 , 29 ," 1,381 ", 276 , 426 ," 3,475 "
044007,Grunewald,Charlottenburg-Wilmersdorf,2016," 9,227 ", 48 , 37 , 536 , 74 , 308 ," 4,805 ", 292 ," 1,327 ", 504 , 844 , 42 , 16 ," 1,014 ", 388 , 96 ," 1,901 "
